propinsi_code,propinsi_name,airport_code,airport_name,year,pesawat_dtg,pesawat_brk,pesawat_total,penumpang_dtg,penumpang_brk,penumpang_total,penumpang_tra,bagasi_dtg,bagasi_brk,bagasi_total,barang_dtg,barang_brk,barang_total,pos_dtg,pos_brk,pos_total,keterangan
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (INT),2020,230,237,467,26.768,21.502,48.27,0,379.727,248.565,628.292,3.533,305.503,309.036,0,0,0,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (INT),2021,183,210,393,16.718,1.052,17.77,0,294.054,24.998,319.052,783,510.922,511.705,0,0,0,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (INT),2022,251,304,555,23.669,15.372,39.041,0,419.24,223.194,642.434,3.565,293.187,296.752,0,0,0,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (INT),2023,687,685,1.372,90.685,88.893,179.578,0,1.319.881,1.129.789,2.449.670,17.457,291.696,309.153,0,0,0,Data 12 Bln
25,SULAWESI UTARA,A,SAM RATULANGI - MANADO (INT),2024,839,882,1.721,110.74,114.456,225.196,4.329,1.620.015,1.275.457,2.895.472,3.589,296.027,299.616,0,0,0,Data 12 Bln
25,SULAWESI UTARA,B,MELONGGUANE - SANGIHE TALAUD,2020,134,135,269,5.641,6.414,12.055,0,10.913,6.011,16.924,2.384,1.382,3.766,0,159,159,Data 5 bln
25,SULAWESI UTARA,B,MELONGGUANE - SANGIHE TALAUD,2021,55,55,110,2.093,2.134,4.227,0,3.831,2.542,6.373,939,1.794,2.733,0,0,0,Data 5 bln
25,SULAWESI UTARA,B,MELONGGUANE - SANGIHE TALAUD,2022,131,131,262,4.289,4.568,8.857,0,8.094,6.76,14.854,120,662,782,0,0,0,Data 12 Bln
25,SULAWESI UTARA,B,MELONGGUANE - SANGIHE TALAUD,2023,129,129,258,3.122,3.548,6.67,0,6.653,6.637,13.29,170,3.3,3.47,0,0,0,Data 12 Bln
25,SULAWESI UTARA,B,MELONGGUANE - SANGIHE TALAUD,2024,75,77,152,1.175,1.276,2.451,0,3.314,4.508,7.822,0,197,197,0,0,0,Data 12 Bln
25,SULAWESI UTARA,C,NAHA - TAHUNA,2020,108,108,216,3.537,3.602,7.139,0,8.015,4.345,12.36,2.992,1.398,4.39,0,0,0,Data 10 Bln
25,SULAWESI UTARA,C,NAHA - TAHUNA,2021,46,46,92,970,967,1.937,626,1.814,1.736,3.55,74,0,74,0,0,0,Data 10 Bln
25,SULAWESI UTARA,C,NAHA - TAHUNA,2022,259,257,516,3.621,3.11,6.731,0,12.727,6.63,19.357,0,0,0,0,0,0,Data 12 Bln
25,SULAWESI UTARA,C,NAHA - TAHUNA,2023,223,222,445,2.775,2.537,5.312,5.039,16.727,6.966,23.693,0,0,0,15,0,15,Data 12 Bln
25,SULAWESI UTARA,C,NAHA - TAHUNA,2024,154,147,301,1.518,1.461,2.979,945,8.163,6.901,15.064,0,0,0,4,1,5,Data 12 Bln
25,SULAWESI UTARA,D,MIANGAS,2020,19,19,38,314,329,643,0,949,271,1.22,0,0,0,0,0,0,Data 12 Bln
25,SULAWESI UTARA,D,MIANGAS,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
25,SULAWESI UTARA,D,MIANGAS,2022,4,4,8,66,57,123,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
25,SULAWESI UTARA,D,MIANGAS,2023,4,4,8,126,132,258,0,497,0,497,0,0,0,0,0,0,Data 12 Bln
25,SULAWESI UTARA,D,MIANGAS,2024,105,104,209,1.013,1.03,2.043,0,5.469,3.964,9.433,0,0,0,0,0,0,Data 12 Bln
25,SULAWESI UTARA,E,BOLAANG MONGONDOW,2024,163,163,326,1,1,2,0,8,8,16,0,0,0,0,0,0,Data 12 Bln
25,SULAWESI UTARA,F,SITARO,2024,113,116,229,1,1,2,0,5,5,10,0,0,0,0,0,0,Data 12 Bln
26,GORONTALO,A,DJALALUDDIN - GORONTALO,2020,1.237,1.226,2.463,101.993,123.005,224.998,0,616.84,573.332,1.190.172,1.698.225,666.907,2.365.132,7,0,7,Data 12 Bln
26,GORONTALO,A,DJALALUDDIN - GORONTALO,2021,890,897,1.787,87.649,91.938,179.587,0,1.630.844,596.766,2.227.610,1.722.231,501.76,2.223.991,0,0,0,Data 12 Bln
26,GORONTALO,A,DJALALUDDIN - GORONTALO,2022,1.586,1.528,3.114,149.084,146.837,295.921,0,1.575.121,1.269.683,2.844.804,4.318.474,381.101,4.699.575,0,0,0,Data 12 Bln
26,GORONTALO,A,DJALALUDDIN - GORONTALO,2023,1.778,1.761,3.539,167.021,168.893,335.914,1,1.786.520,1.453.604,3.240.124,3.590.865,626.399,4.217.264,2,687,689,Data 12 Bln
26,GORONTALO,A,DJALALUDDIN - GORONTALO,2024,1.887,1.883,3.77,169.272,170.545,339.817,6,1.802.214,1.487.959,3.290.173,5.061.771,1.049.573,6.111.344,2,0,2,Data 12 Bln
26,GORONTALO,B,PANUA POHUWATO,2024,147,146,293,250,246,496,41,2,2,3,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,A,MUTIARA - PALU,2020,2.521,2.486,5.007,219.538,222.989,442.527,9.529,1.278.796,817.044,2.095.840,4.664.057,1.897.333,6.561.390,110.98,19.522,130.502,Data 12 Bln
27,SULAWESI TENGAH,A,MUTIARA - PALU,2021,2.762,2.756,5.518,217.814,217.998,435.812,0,1.671.605,1.255.112,2.926.717,7.668.911,2.271.439,9.940.350,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,A,MUTIARA - PALU,2022,3.644,3.647,7.291,325.691,330.073,655.764,0,3.050.221,2.380.335,5.430.556,8.142.925,3.912.759,12.055.684,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,A,MUTIARA - PALU,2023,3.865,3.871,7.736,378.209,380.655,758.864,18.708,3.585.718,2.773.545,6.359.263,6.923.723,4.098.959,11.022.682,1,3,4,Data 12 Bln
27,SULAWESI TENGAH,A,MUTIARA - PALU,2024,3.861,3.86,7.721,399.983,403.355,803.338,21.788,3.887.088,3.060.358,6.947.446,9.340.578,3.303.140,12.643.718,4,444,448,Data 12 Bln
27,SULAWESI TENGAH,B,SULTAN BANTILAN - TOLI-TOLI,2020,96,96,192,3.774,3.748,7.522,0,10.207,11.657,21.864,4.966,1.44,6.406,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,B,SULTAN BANTILAN - TOLI-TOLI,2021,47,46,93,1.325,1.399,2.724,0,6.068,5.252,11.32,40,0,40,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,B,SULTAN BANTILAN - TOLI-TOLI,2022,84,84,168,3.146,3.243,6.389,0,17.326,17.692,35.018,55,0,55,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,B,SULTAN BANTILAN - TOLI-TOLI,2023,56,56,112,1.873,1.595,3.468,0,14.549,12.706,27.255,0,0,0,3,9,12,Data 12 Bln
27,SULAWESI TENGAH,B,SULTAN BANTILAN - TOLI-TOLI,2024,53,51,104,1.773,1.726,3.499,0,11.746,10.179,21.925,137,0,137,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,C,SYUKURAN AMINUDDIN AMIR - LUWUK,2020,1.011,1.008,2.019,58.447,54.501,112.948,7.28,400.024,345.112,745.136,406.566,160.227,566.793,197,3.957,4.154,Data 12 Bln
27,SULAWESI TENGAH,C,SYUKURAN AMINUDDIN AMIR - LUWUK,2021,858,858,1.716,60.622,61.031,121.653,5.362,519.759,432.554,952.313,798.722,164.886,963.608,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,C,SYUKURAN AMINUDDIN AMIR - LUWUK,2022,995,995,1.99,80.447,89.235,169.682,3.552,727.898,610.897,1.338.795,812.219,284.714,1.096.933,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,C,SYUKURAN AMINUDDIN AMIR - LUWUK,2023,911,911,1.822,85.642,86.268,171.91,1.222,782.658,661.827,1.444.485,630.966,231.455,862.421,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,C,SYUKURAN AMINUDDIN AMIR - LUWUK,2024,788,788,1.576,87.587,89.661,177.248,94,839.28,704.086,1.543.366,514.413,173.297,687.71,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,D,TANJUNG API - AMPANA,2020,15,15,30,129,179,308,0,927,746,1.673,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,D,TANJUNG API - AMPANA,2021,114,114,228,754,731,1.485,0,13.176,4.536,17.712,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,D,TANJUNG API - AMPANA,2022,51,51,102,279,313,592,0,1.977,1.574,3.551,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,D,TANJUNG API - AMPANA,2023,111,110,221,1.036,1.099,2.135,0,6.203,3.654,9.857,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,D,TANJUNG API - AMPANA,2024,108,108,216,1.031,1.081,2.112,0,5.318,4.756,10.074,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,E,KASIGUNCU - POSO,2020,125,125,250,2.799,2.752,5.551,0,11.428,8.661,20.089,6.077,635,6.712,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,E,KASIGUNCU - POSO,2021,7,7,14,113,94,207,0,1.058,59,1.117,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,E,KASIGUNCU - POSO,2022,3,3,6,37,37,74,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,E,KASIGUNCU - POSO,2023,3,3,6,25,25,50,0,19,14,33,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,E,KASIGUNCU - POSO,2024,102,102,204,490,469,959,6,1.541,46.157,47.698,1,0,1,11,0,11,Data 12 Bln
27,SULAWESI TENGAH,F,POGOGUL / BUOL,2020,79,79,158,2.913,2.472,5.385,0,6.668,2.938,9.606,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,F,POGOGUL / BUOL,2021,14,14,28,357,475,832,0,734,546,1.28,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,F,POGOGUL / BUOL,2022,12,12,24,289,267,556,0,1.253,743,1.996,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,F,POGOGUL / BUOL,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,F,POGOGUL / BUOL,2024,89,89,178,426,551,977,0,2.034,2.653,4.687,0,0,0,0,0,0,Data 12 Bln
27,SULAWESI TENGAH,G,MOROWALI,2024,2,2,4,110,104,214,51,1.028.097,692,1.720.186,127,12,139,0,0,0,Data 12 Bln
28,SULAWESI BARAT,A,TAMPA PADANG - MAMUJU,2020,663,663,1.326,26.641,26.976,53.617,0,110.719,82.817,193.536,26.276,2.913,29.189,0,0,0,Data 12 Bln
28,SULAWESI BARAT,A,TAMPA PADANG - MAMUJU,2021,836,836,1.672,21.668,21.104,42.772,0,104.777,79.872,184.649,165.347,5.187,170.534,0,0,0,Data 12 Bln
28,SULAWESI BARAT,A,TAMPA PADANG - MAMUJU,2022,652,652,1.304,25.498,25.965,51.463,0,117.307,108.899,226.206,47.184,4.644,51.828,0,0,0,Data 12 Bln
28,SULAWESI BARAT,A,TAMPA PADANG - MAMUJU,2023,590,591,1.181,26.919,27.554,54.473,0,121.885,121.306,243.191,32.975,4.47,37.445,0,0,0,Data 12 Bln
28,SULAWESI BARAT,A,TAMPA PADANG - MAMUJU,2024,308,308,616,24.421,23.739,48.16,18,151.292,129.003,280.295,56.453,80.993,137.446,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,A,SULTAN HASANUDDIN - MAKASSAR (DOM),2020,32.288,32.215,64.503,2.910.327,1.797.572,4.707.899,1.319.468,16.725.196,12.107.642,28.832.838,40.346.047,25.220.918,65.566.965,36.332,47.726,84.058,Data 12 Bln
29,SULAWESI SELATAN,A,SULTAN HASANUDDIN - MAKASSAR (DOM),2021,33.714,33.639,67.353,3.234.212,1.763.972,4.998.184,1.658.538,23.828.593,15.815.621,39.644.214,50.027.626,27.534.172,77.561.798,29.628,25.856,55.484,Data 12 Bln
29,SULAWESI SELATAN,A,SULTAN HASANUDDIN - MAKASSAR (DOM),2022,38.7,38.687,77.387,4.674.139,2.553.138,7.227.277,2.326.061,41.313.879,24.157.756,65.471.635,51.747.058,30.433.414,82.180.472,7.874,20.641,28.515,Data 12 Bln
29,SULAWESI SELATAN,A,SULTAN HASANUDDIN - MAKASSAR (DOM),2023,39.949,39.985,79.934,4.991.238,2.781.117,7.772.355,2.375.105,43.242.152,26.089.525,69.331.677,47.903.823,30.261.219,78.165.042,2.047,9.532,11.579,Data 12 Bln
29,SULAWESI SELATAN,A,SULTAN HASANUDDIN - MAKASSAR (DOM),2024,35.687,35.657,71.344,4.554.212,4.675.774,9.229.986,1.686.405,40.153.518,26.806.019,66.959.537,57.786.167,37.103.087,94.889.254,13.201,17.97,31.171,Data 12 Bln
29,SULAWESI SELATAN,B,SULTAN HASANUDDIN - MAKASSAR (INT),2020,182,245,427,36.697,33.01,69.707,0,877.659,375.817,1.253.476,9.029,682.862,691.891,0,5.345,5.345,Data 12 Bln
29,SULAWESI SELATAN,B,SULTAN HASANUDDIN - MAKASSAR (INT),2021,17,97,114,12,7,19,134,81,171,252,0,1.263.606,1.263.606,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,B,SULTAN HASANUDDIN - MAKASSAR (INT),2022,345,361,706,80.085,83.438,163.523,32,1.455.101,1.114.056,2.569.157,1.435,462.037,463.472,19.12,4.085,23.205,Data 12 Bln
29,SULAWESI SELATAN,B,SULTAN HASANUDDIN - MAKASSAR (INT),2023,896,916,1.812,162.895,155.913,318.808,167,3.077.431,1.862.078,4.939.509,313.628,1.571.422,1.885.050,6.004,5.339,11.343,Data 12 Bln
29,SULAWESI SELATAN,B,SULTAN HASANUDDIN - MAKASSAR (INT),2024,855,869,1.724,160.665,166.998,327.663,8,3.497.048,2.155.160,5.652.208,7.409,686.063,693.472,1,2,3,Data 12 Bln
29,SULAWESI SELATAN,C,ANDI JEMMA - MASAMBA,2020,730,733,1.463,4.253,4.666,8.919,0,33.736,49.915,83.651,413.554,482.375,895.929,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,C,ANDI JEMMA - MASAMBA,2021,1.022,1.024,2.046,5.11,5.095,10.205,0,43.707,53.584,97.291,140.464,400.051,540.515,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,C,ANDI JEMMA - MASAMBA,2022,1.015,972,1.987,4.881,5.2,10.081,0,43.452,51.505,94.957,475.515,444.259,919.774,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,C,ANDI JEMMA - MASAMBA,2023,823,825,1.648,5.093,5.411,10.504,0,43.054,51.167,94.221,285.836,309.263,595.099,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,C,ANDI JEMMA - MASAMBA,2024,887,890,1.777,5.354,5.847,11.201,0,31.335,65.717,97.052,294.324,311.559,605.883,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,D,H. AROEPALA - SELAYAR,2020,262,262,524,12.212,12.549,24.761,0,18.134,19.241,37.375,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,D,H. AROEPALA - SELAYAR,2021,145,145,290,4.513,5.186,9.699,0,16.514,17.999,34.513,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,D,H. AROEPALA - SELAYAR,2022,54,54,108,2.213,2.411,4.624,0,6.824,6.983,13.807,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,D,H. AROEPALA - SELAYAR,2023,107,109,216,1.224,1.418,2.642,17,5.553,5.695,11.248,0,0,0,2,0,2,Data 12 Bln
29,SULAWESI SELATAN,D,H. AROEPALA - SELAYAR,2024,1,1,2,12,12,24,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,E,ARUNG PALAKKA - BONE,2020,273,273,546,834,585,1.419,0,3.711,3.677,7.388,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,E,ARUNG PALAKKA - BONE,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,E,ARUNG PALAKKA - BONE,2022,46,46,92,228,279,507,0,900,1.326,2.226,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,E,ARUNG PALAKKA - BONE,2023,185,185,370,1.359,1.67,3.029,0,7.529,9.682,17.211,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,E,ARUNG PALAKKA - BONE,2024,9,9,18,52,13,65,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,F,BUA (LAGALIGO),2020,298,298,596,10.168,9.935,20.103,0,40.725,37.072,77.797,39.253,7.106,46.359,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,F,BUA (LAGALIGO),2021,233,233,466,7.942,7.586,15.528,0,43.63,38.46,82.09,26.801,4.425,31.226,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,F,BUA (LAGALIGO),2022,240,240,480,10.401,10.051,20.452,0,60.207,63.175,123.382,3.367,0,3.367,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,F,BUA (LAGALIGO),2023,356,351,707,15.044,15.574,30.618,0,75.304,90.199,165.503,1.774,17,1.791,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,F,BUA (LAGALIGO),2024,365,362,727,17.784,18.406,36.19,0,96.528,103.718,200.246,1.592,17,1.609,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,G,RAMPI,2020,499,499,998,2.525,2.148,4.673,0,30.975,17.579,48.554,194.761,135.776,330.537,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,G,RAMPI,2021,313,313,626,2.91,2.626,5.536,0,34.392,22.505,56.897,192,183.515,375.515,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,G,RAMPI,2022,260,260,520,2.777,2.486,5.263,0,45.341.244,27.400.885,72.742.129,244.039,194.951,438.99,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,G,RAMPI,2023,365,365,730,2.33,2.034,4.364,0,24.246,17.781,42.027,153.535,131.845,285.38,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,G,RAMPI,2024,421,421,842,2.866,2.509,5.375,0,41.565,12.383,53.948,157.694,142.098,299.792,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,H,SEKO,2020,608,605,1.213,2.658,2.456,5.114,0,22.112,20.146,42.258,288.98,226.157,515.137,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,H,SEKO,2021,439,440,879,2.863,3.146,6.009,0,25.79,28.917,54.707,207.619,201.449,409.068,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,H,SEKO,2022,418,417,835,3.55,3.509,7.059,0,31.116,32.307,63.423,255.023,255.582,510.605,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,H,SEKO,2023,516,514,1.03,3.388,3.443,6.831,0,35.041,33.351,68.392,150.952,149.177,300.129,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,H,SEKO,2024,663,663,1.326,4.558,4.518,9.076,0,46.383,29.382,75.765,162.111,157.636,319.747,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,I,BUNTU KUNIK - TANA TORAJA,2020,188,190,378,4.996,3.297,8.293,0,19.716,14.4,34.116,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,I,BUNTU KUNIK - TANA TORAJA,2021,291,291,582,7.616,8.636,16.252,0,43.58,55.376,98.956,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,I,BUNTU KUNIK - TANA TORAJA,2022,299,299,598,10.225,10.401,20.626,0,51.827,61.374,113.201,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,I,BUNTU KUNIK - TANA TORAJA,2023,348,345,693,10.583,10.382,20.965,0,61.637,66.827,128.464,0,0,0,0,0,0,Data 12 Bln
29,SULAWESI SELATAN,I,BUNTU KUNIK - TANA TORAJA,2024,337,333,670,10.953,9.37,20.323,304,62.721,60.309,123.03,4.177,2.484,6.661,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,A,HALUOLEO - KENDARI,2020,3.289,3.283,6.572,324.62,326.463,651.083,2.762,1.692.890,967.919,2.660.809,5.832.910,1.498.689,7.331.599,157.246,34.975,192.221,Data 12 Bln
30,SULAWESI TENGGARA,A,HALUOLEO - KENDARI,2021,3.616,3.61,7.226,332.471,327.813,660.284,0,2.157.758,1.268.468,3.426.226,8.507.328,1.758.384,10.265.712,213.1,50.073,263.173,Data 12 Bln
30,SULAWESI TENGGARA,A,HALUOLEO - KENDARI,2022,3.699,3.695,7.394,451.854,460.979,912.833,0,3.680.148,2.895.751,6.575.899,9.871.256,2.005.973,11.877.229,217.417,56.962,274.379,Data 12 Bln
30,SULAWESI TENGGARA,A,HALUOLEO - KENDARI,2023,3.86,3.843,7.703,521.746,516.78,1.038.526,27.519,2.658.062,2.511.257,5.169.319,3.125.967,1.379.079,4.505.046,8.578,2.704,11.282,Data 12 Bln
30,SULAWESI TENGGARA,A,HALUOLEO - KENDARI,2024,3.26,3.263,6.523,450.42,458.344,908.764,0,3.770.177,2.932.131,6.702.308,7.382.549,2.120.636,9.503.185,113.132,41.677,154.809,Data 12 Bln
30,SULAWESI TENGGARA,B,BETO AMBARI - BAU-BAU,2020,1.13,1.129,2.259,56.813,54.032,110.845,0,195.224,138.785,334.009,108.245,26.049,134.294,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,B,BETO AMBARI - BAU-BAU,2021,1.138,1.139,2.277,51.384,52.28,103.664,0,246.916,202.345,449.261,135.764,32.707,168.471,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,B,BETO AMBARI - BAU-BAU,2022,950,955,1.905,49.8,49.386,99.186,0,283.058,247.699,530.757,155.745,32.35,188.095,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,B,BETO AMBARI - BAU-BAU,2023,792,792,1.584,40.289,39.437,79.726,0,247.551,207,454.551,123.624,26.317,149.941,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,B,BETO AMBARI - BAU-BAU,2024,592,592,1.184,34.866,34.057,68.923,0,224.404,173.743,398.147,88.678,45.62,134.298,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,C,SUGIMANURU - MUNA,2020,179,179,358,9.047,8.476,17.523,0,24.105,14.813,38.918,13.964,1.157,15.121,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,C,SUGIMANURU - MUNA,2021,166,166,332,6.371,6.404,12.775,0,24.399,18.787,43.186,12.355,1.408,13.763,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,C,SUGIMANURU - MUNA,2022,142,142,284,5.903,6.17,12.073,0,30.708,23.451,54.159,17.825,1.957,19.782,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,C,SUGIMANURU - MUNA,2023,81,79,160,2.684,2.812,5.496,0,15.535,11.021,26.556,7.107,1.313,8.42,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,C,SUGIMANURU - MUNA,2024,1,1,2,27,0,27,0,0,0,0,0,400,400,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,D,WAKATOBI,2020,279,280,559,12.787,13.365,26.152,0,19.872,21.503,41.375,25.071,8.361,33.432,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,D,WAKATOBI,2021,230,230,460,9.563,10.334,19.897,0,23.653,22.011,45.664,71.806,5.017,76.823,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,D,WAKATOBI,2022,212,212,424,7.041,7.369,14.41,0,24.39,24.42,48.81,34.951,2.661,37.612,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,D,WAKATOBI,2023,79,79,158,4.527,4.484,9.011,0,20.178,20.049,40.227,79,382,461,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,D,WAKATOBI,2024,97,95,192,2.691,2.729,5.42,0,214.53,63.161,277.691,0,0,0,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,E,SANGIA NI BANDERA - KOLAKA,2020,582,582,1.164,29.358,29.565,58.923,1.054,122.043,89.31,211.353,28.176,2.006,30.182,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,E,SANGIA NI BANDERA - KOLAKA,2021,429,429,858,18.638,19.514,38.152,0,88.091,73.221,161.312,27.941,2.471,30.412,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,E,SANGIA NI BANDERA - KOLAKA,2022,620,620,1.24,31.921,32.122,64.043,3.376,155.45,137.596,293.046,44.116,4.766,48.882,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,E,SANGIA NI BANDERA - KOLAKA,2023,856,856,1.712,35.31,35.888,71.198,16.036,185.697,149.385,335.082,54.919,4.73,59.649,0,0,0,Data 12 Bln
30,SULAWESI TENGGARA,E,SANGIA NI BANDERA - KOLAKA,2024,612,612,1.224,32.177,32.014,64.191,14.1,201.682,133.618,335.3,51.083,6.396,57.479,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (DOM),2020,5.222,5.218,10.44,310.092,271.737,581.829,32.228,1.969.623,1.680.103,3.649.726,3.565.809,2.185.142,5.750.951,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (DOM),2021,6.074,6.066,12.14,360.385,336.947,697.332,37.772,2.732.920,2.452.725,5.185.645,4.541.987,2.705.115,7.247.102,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (DOM),2022,6.439,6.426,12.865,468.64,469.976,938.616,52.358,4.287.273,3.850.066,8.137.339,5.094.981,2.555.010,7.649.991,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (DOM),2023,4.655,4.669,9.324,378.293,332.491,710.784,46.419,3.258.995,2.823.973,6.082.968,4.414.266,2.354.091,6.768.357,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (DOM),2024,4.558,4.549,9.107,406.685,405.816,812.501,58.612,3.671.907,3.212.511,6.884.418,5.110.430,2.326.233,7.436.663,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (INT),2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (INT),2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (INT),2022,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (INT),2023,7,7,14,43,0,43,0,0,0,0,7.526,6.058,13.584,0,0,0,Data 12 Bln
31,MALUKU,A,PATTIMURA - AMBON (INT),2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data 12 Bln
31,MALUKU,B,KAREL SADSUITUBUN - LANGGUR,2020,706,713,1.419,22.5,20.553,43.053,0,79.029,45.607,124.636,96.191,55.732,151.923,37.489,38.326,75.815,Data 12 Bln
31,MALUKU,B,KAREL SADSUITUBUN - LANGGUR,2021,963,963,1.926,32.026,32.09,64.116,8.966,139.696,103.729,243.425,174.539,51.865,226.404,38.781,38.96,77.741,Data 12 Bln
31,MALUKU,B,KAREL SADSUITUBUN - LANGGUR,2022,1.004,1.005,2.009,43.135,54.323,97.458,0,314.053,242.46,556.513,157.773,86.71,244.483,16.336,16.281,32.617,Data 12 Bln
